manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,attrib__arm_height,attrib__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__design_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,attrib__pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product__styles
1222-007,084-355815882-9,3.75,15.75,15.75,15.75,True,127.5,170.0,,Decorative Accessory,Sterling,JIBE Outdoor Light Orb,,LLDPE has a high tensile strength and high impact and puncture resistance.,LLDPE is light and durable,Outer material is suitable for recycling,,,,,,1.0,CHN,,,,,,,,,,,,,,White,,,,,,LINEAR LOWDENSITY POLYETHYLENE,,,Yes,,,,,,,,,,,,,6.0,17.0,17.0,17.0,,,,,,,,,Modern / Contemporary
1222-008,084-355815883-6,9.92,15.75,15.75,15.75,True,190.5,254.0,,Decorative Accessory,Sterling,JIBE Outdoor Side Table,,LLDPE has a high tensile strength and high impact and puncture resistance.,LLDPE is light and durable,Outer material is suitable for recycling,,,,,,1.0,CHN,,,,,,,,,,,,,,White,,,,,,LINEAR LOWDENSITY POLYETHYLENE,,,Yes,,,,,,,,,,,,,4.0,16.0,16.0,16.0,,,,,,,,,Modern / Contemporary
1222-009,084-355815884-3,2.21,8.66,8.66,11.02,True,78.0,104.0,,Outdoor Lighting,Sterling,JIBE Outdoor Light Sculpture I,,LLDPE has a high tensile strength and high impact and puncture resistance.,LLDPE is light and durable,Outer material is suitable for recycling,,,,,,1.0,CHN,,,,,,No,,,,,,,,White,,,No,,,LINEAR LOWDENSITY POLYETHYLENE,,,Yes,,,,,,,,,,,,,6.0,9.0,12.0,9.0,,,,,,,,,Modern / Contemporary
1222-010,084-355815885-0,3.97,11.81,11.81,16.54,True,105.0,140.0,,Outdoor Lighting,Sterling,JIBE Outdoor Light Sculpture Ii,,LLDPE has a high tensile strength and high impact and puncture resistance.,LLDPE is light and durable,Outer material is suitable for recycling,,,,,,1.0,CHN,,,,,,No,,,,,,,,White,,,No,,,LINEAR LOWDENSITY POLYETHYLENE,,,Yes,,,,,,,,,,,,,5.0,12.0,18.0,12.0,,,,,,,,,Modern / Contemporary
1222-011,084-355815886-7,2.43,11.81,15.75,6.69,True,78.0,104.0,,Outdoor Lighting,Sterling,JIBE Outdoor Light Sculpture Iii,,LLDPE has a high tensile strength and high impact and puncture resistance.,LLDPE is light and durable,Outer material is suitable for recycling,,,,,,1.0,CHN,,,,,,No,,,,,,,,White,,,No,,,LINEAR LOWDENSITY POLYETHYLENE,,,Yes,,,,,,,,,,,,,3.0,16.0,18.0,13.0,,,,,,,,,Modern / Contemporary
1223-002,081-800804118-1,2.5,16.0,16.0,10.0,True,63.0,84.0,,Indoor Lighting,Sterling,Dusk Pendant Lamp,,,,,,,,,,1.0,CHN,,,,,,No,A19,Black,84.0,,,,,"Black, White",,,,,,Fabric,1.0,,No,,,,,,,,UL/CUL,,60.0,,,4.0,13.0,13.0,13.0,,,,,,,,,Modern / Contemporary
1223-003,081-800804119-8,3.87,12.0,12.0,8.5,True,118.5,158.0,,Indoor Lighting,Sterling,Momotombo Chandelier,,,,,,,,,,1.0,CHN,,,,,,No,A19,Silver,60.0,,,,,Chrome,,,,,,Metal,1.0,,No,,,,,,,,UL/CUL,,60.0,,,8.3,15.75,16.54,15.75,,,,,,,,,Modern / Contemporary
1223-004,081-800804121-1,3.52,6.0,6.0,13.0,True,94.5,126.0,,Indoor Lighting,Sterling,Steel Trap Pendant,,,,,,,,,,1.0,CHN,,,,,,No,A19,Gray,72.0,,,,,Grey,,,,,,"Metal, Glass",1.0,,No,,,,,,,,UL/CUL,,40.0,,,6.0,10.0,20.0,10.0,,,,,,,,,Traditional
1223-026,081-800804709-1,9.2,16.0,16.0,17.0,True,193.5,258.0,,Indoor Lighting,Dimond Lighting,Centurion Pendant,,On-trend and functional.,,,,,,,,1.0,CHN,,,,,,No,A19,Silver,72.0,,,,,Nickel,,,No,,,Metal,1.0,,No,,,,,,,,UL,,60.0,,,11.0,17.0,16.0,16.0,,,,,,,,,Transitional
1223-028,081-800804710-7,3.84,19.0,19.0,19.0,True,193.5,258.0,,Indoor Lighting,Dimond Lighting,Simoom Pendant,,Works well in elegant casual spaces.,,,,,,,,1.0,CHN,,,,,,No,A19,White,72.0,,,,,White,,,No,,,"Metal, Rope",1.0,,No,,,,,,,,UL,,100.0,,,8.0,21.0,21.0,20.0,,,,,,,,,Modern / Contemporary
1223-029,081-800804711-4,4.06,19.69,20.0,19.69,True,118.5,158.0,,Indoor Lighting,Dimond Lighting,Sirocco Pendant,,Works well in elegant casual spaces.,,,,,,,,1.0,CHN,,,,,,No,A19,Brown,72.0,,,,,Natural,,,No,,,"Bamboo, Metal",1.0,,No,,,,,,,,UL,,100.0,,,8.0,21.0,21.0,21.0,,,,,,,57.0,,Modern / Contemporary
1223-030,081-800804712-1,5.2,20.0,20.0,6.0,True,112.5,150.0,,Indoor Lighting,Dimond Lighting,Genteel Pendant,,Black and white organza fabric.,Co-ordinating floor lamp and pendant.,,,,,,,1.0,CHN,,,,,,No,B12,Silver,72.0,,,,,"Silver, White",,,No,,,"Fabric, Metal",1.0,,No,,,,,,,,UL,,40.0,,,7.0,23.0,9.0,23.0,,,,,,,,,Transitional
1226-001,081-800804302-4,10.1,0.79,25.98,48.03,True,313.5,418.0,,Wall Decor,Sterling,Cremona Mirror - Large,,all mirrored surafce,luxurious detail,,,,,,,1.0,CHN,,,,,,,,Silver,,,,,,Mirror,,,,,,"Glass, MDF",,,No,,,,,,,,,,,,,12.2,30.0,52.0,5.0,,,,,,,,,Traditional
1226-002,081-800804303-1,4.2,0.59,28.0,28.0,True,193.5,258.0,,Wall Decor,Sterling,Cremona Mirror - Round,,all mirrored surafce,luxurious detail,,,,,,,1.0,CHN,,,,,,,,Silver,,,,,,Mirror,,,,,,"Glass, MDF",,,No,,,,,,,,,,,,,5.8,32.0,32.0,5.0,,,,,,,,,Traditional
1228-001/S2,081-800804134-1,6.46,6.0,8.0,22.0,True,120.0,160.0,,Decorative Accessory,Sterling,Gust Candle holder,,aluminum ball embellishments,hand assembled,,,,,,,1.0,CHN,,,,,,,,Silver,,,,,,"Antique Silver, Polished Nickel",,,,,,Metal,,,No,,,,,,,,,,,,,9.0,24.0,10.0,18.0,,,,,,,,,Transitional
1229-001,084-355816594-0,42.8,19.0,72.0,34.0,True,1198.5,1598.0,,Furniture,Sterling,Refugio Sideboard,,Clean design profile hides 3 drawers for ample storage.,,,,,,,,1.0,CHN,,,,,,,,Brown,,,,,,Walnut,,,,,,"MDF, Veneer",,,No,,,,,,,,,,,,,52.5,76.5,39.5,23.0,,,,,,,,,Transitional
1229-002,084-355816595-7,39.8,22.0,65.0,36.0,True,898.5,1198.0,,Furniture,Sterling,Malmo Sideboard,,Bamboo frame in white finish.,White linen door fronts.,4 doors and shelves provide ample storage.,,,,,,1.0,CHN,,,,,,,,White,,,,,,White,,,,,,"Linen, MDF, Wood",,,No,,,,,,,,,,,,,194.0,70.0,41.0,27.0,,,,,,,11.0,,Transitional
123-006,084-355802962-4,6.0,13.0,13.0,15.0,True,178.5,238.0,,Indoor Lighting,Sterling,IRON CAGE PENDANT,,,,,,,,,,1.0,CHN,,,,,,No,B11,,72.0,,,,,"Butterscotch, Green, Pink",,,No,,,Iron,3.0,,No,,,,,,,,UL,,60.0,,,8.0,17.0,14.0,14.0,,,,,,,,,Traditional
1233-002,084-355816596-4,5.5,1.0,24.0,36.0,True,148.5,198.0,,Wall Decor,Sterling,Shane Mirror,,Clean frame in bronze finish.,,,,,,,,1.0,CHN,,,,,,,,Brown,,,,,,Bronze,,,,,,"Mirror, PU",,,No,,,,,,,,,,,,,19.0,41.0,29.0,4.0,,,,,,,29.0,,Transitional
1233-006,084-355816597-1,7.0,1.0,24.0,36.0,True,178.5,238.0,,Wall Decor,Sterling,Minuet Wall Mirror,,Elegant scalloped frame with champagne silver accents.,,,,,,,,1.0,CHN,,,,,,,,Silver,,,,,,Champagne Silver,,,,,,"Metal, Mirror",,,No,,,,,,,,,,,,,16.0,41.0,29.0,5.0,,,,,,,,,Traditional
1233-008,084-355816598-8,8.0,1.0,24.0,36.0,True,148.5,198.0,,Wall Decor,Sterling,Palladio Wall Mirror,,Elegant scalloped frame in hand-cut mirror.,,,,,,,,1.0,CHN,,,,,,,,Clear,,,,,,Clear,,,,,,Mirror,,,No,,,,,,,,,,,,,24.0,42.0,29.0,4.0,,,,,,,,,Transitional
1233-009,084-355816599-5,8.05,1.0,24.0,36.0,True,148.5,198.0,,Wall Decor,Sterling,Ancien Regime Wall Mirror,,Elegant scalloped frame in hand-cut mirror.,,,,,,,,1.0,CHN,,,,,,,,Clear,,,,,,Clear,,,,,,Mirror,,,No,,,,,,,,,,,,,24.0,41.0,29.0,4.0,,,,,,,,,Transitional
1237-001/S2,084-355816571-1,23.7,6.0,6.0,23.0,True,148.5,198.0,,Decorative Accessory,Sterling,Glomma Candle Holder,,Nickel accent.,,,,,,,,1.0,CHN,,,,,,,,Gray,,,,,,"Grey Slate, Polished Concrete, Brushed Steel",,,,,,"Concrete, Metal, Slate",,,No,,,,,,,,,,,,,20.0,27.0,14.0,9.0,,,,,,,,,Transitional
124-003,084-355803383-6,5.0,13.0,13.0,16.0,True,270.0,360.0,,Indoor Lighting,Sterling,RESTORATION 3 LIGHT GLOBE WITH CRYSTAL PENDANT,"The Restoration Pendant brings elegance and sophistication to an iconic early 20th century design story, nestling a sparkling aria of faceted crystal within an Atomic Model-evocative openwork metal shade. Features a stylish Rustic Bronze finish and block crystal bobeches dripping with garlands of jewel-cut gems.",,,,,,,,,1.0,CHN,,,,,,No,B11,,72.0,,,,,"Bronze, Clear",,,No,,,"Crystal, Metal",3.0,,No,,,,,,,,UL,,40.0,,,7.0,15.0,15.0,14.0,,,,,,,,,Transitional
128-1001,084-355803168-9,15.6,2.0,36.0,36.0,True,220.5,294.0,,Wall Decor,Sterling,ROUND METAL OUTDOOR WALL CLOCK.,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Antique Cream, Copper",,,,,,Metal,,,No,,,,,,,,,,,,,14.0,36.0,39.0,5.0,,,,,,,,,Traditional
128-1002,084-355803169-6,5.0,1.0,31.5,31.5,True,159.0,212.0,,Wall Decor,Sterling,METAL ROMAN NUMERAL OUTDOOR WALL CLOCK.,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Parity Bronze,,,,,,Metal,,,No,,,,,,,,,,,,,9.0,35.0,33.0,6.0,,,,,,,,,Traditional
128-1004,084-355803171-9,5.0,2.0,31.5,31.5,True,156.0,208.0,,Wall Decor,Sterling,Metal Roman Numeral Outdoor Wall Clock,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Gold, Marilia Verde",,,,,,Metal,,,No,,,,,,,,,,,,,9.0,35.0,34.7,6.3,,,,,,,,,Traditional
128-1005,084-355803172-6,3.0,2.0,31.0,31.0,True,184.5,246.0,,Wall Decor,Sterling,METAL ROMAN NUMERAL OUTDOOR WALL CLOCK.,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Copper Highlight, Jardim Grey",,,,,,Metal,,,No,,,,,,,,,,,,,9.0,35.0,35.0,6.0,,,,,,,,,Traditional
128-1008,084-355803175-7,4.2,1.0,16.0,16.0,True,54.0,72.0,,Wall Decor,Sterling,WOODEN  ROMAN NUMERAL OUTDOOR WALL CLOCK.,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Belos Dark Blue,,,,,,Wood,,,No,,,,,,,,,,,,,4.0,19.0,20.0,5.0,,,,,,,,,Traditional
128-1009,084-355803176-4,3.8,1.0,16.0,16.0,True,54.0,72.0,,Wall Decor,Sterling,WOODEN  ROMAN NUMERAL OUTDOOR WALL CLOCK.,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Belos Light Blue,,,,,,Wood,,,No,,,,,,,,,,,,,2.0,19.0,19.0,5.0,,,,,,,,,Traditional
128-1015,084-355803182-5,18.0,3.0,17.5,25.0,True,81.0,108.0,,Wall Decor,Sterling,MESSAGE  BOARD WITH COAT HOOKS,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Old English Wood,,,,,,Wood,,,No,,,,,,,,,,,,,21.0,27.0,22.0,5.1,,,,,,,,,Traditional
129-1003,084-355803259-4,16.0,11.8,15.0,45.3,True,279.0,372.0,,Furniture,Sterling,INDUSTRIAL SHELVES,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Restoration Black, Washed Pine",,,,,,"Metal, Wood",,,No,,,,,,,,,,,,,20.0,47.0,16.0,13.0,,,,,,,,,Traditional
129-1004,084-355803260-0,31.0,4.0,29.0,29.0,True,72.0,96.0,,Wall Decor,Sterling,INDUSTRIAL FAN BLADE WALL DECOR,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Restoration Rusted Black,,,,,,Metal,,,No,,,,,,,,,,,,,5.0,30.0,26.0,8.0,,,,,,,,,Traditional
129-1007,084-355803263-1,15.0,5.0,21.0,9.5,True,81.0,108.0,,Decorative Accessory,Sterling,INDUSTRIAL PIPE CANDLE HOLDER,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Restoration Rusted Black,,,,,,Metal,,,No,,,,,,,,,,,,,4.0,24.0,12.0,6.0,,,,,,,,,Traditional
129-1009,084-355803265-5,10.0,8.5,17.5,19.5,True,130.5,174.0,,Decorative Accessory,Sterling,CAST IRON BOOK PRESS,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Restoration Rusted Black,,,,,,Metal,,,No,,,,,,,,,,,,,12.0,18.0,18.0,10.0,,,,,,,,,Traditional
129-1011,084-355803267-9,16.0,25.0,25.0,30.0,True,226.5,302.0,,Furniture,Sterling,INDUSTRIAL STYLE SIDE TABLE,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Restoration Rusted Black,,,,,,"Glass, Metal",,,No,,,,,,,,,,,,,20.0,26.0,26.0,6.0,,,,,,,,,Traditional
129-1017,084-355803273-0,5.0,4.0,33.0,16.0,True,87.0,116.0,,Wall Decor,Sterling,BIRDS ON  A BRANCH WALL DECOR,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Rust, Silver",,,,,,Iron,,,No,,,,,,,,,,,,,5.0,34.0,4.0,18.0,,,,,,,,,Traditional
129-1024,084-355803279-2,10.0,1.0,28.0,28.0,True,111.0,148.0,,Wall Decor,Sterling,METAL FRAMED ROMAN NUMERAL OPEN BACK WALL CLOCK,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Gold, Mombaca Black",,,,,,Metal,,,No,,,,,,,,,,,,,9.0,31.0,29.0,3.0,,,,,,,,,Traditional
129-1025,084-355803280-8,11.0,9.5,11.0,20.0,True,111.0,148.0,,Decorative Accessory,Sterling,FIRE HYDRANT DECOR,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Fire Hydrant Red,,,,,,Composite,,,No,,,,,,,,,,,,,13.0,13.0,26.0,12.0,,,,,,,,,Traditional
129-1026,084-355803281-5,1.0,2.0,4.0,16.0,True,28.5,38.0,,Wall Decor,Sterling,INDUSTRIAL HOOK,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Rust,,,,,,"Metal, Rope",,,No,,,,,,,,,,,,,2.0,6.0,6.0,4.0,,,,,,,,,Traditional
129-1063,084-355804727-7,9.0,14.0,15.0,20.0,True,58.5,78.0,,Decorative Accessory,Sterling,METAL ACCESSORY,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Black, Gold Leaf",,,,,,Metal,,,No,,,,,,,,,,,,,11.7,21.7,22.4,15.9,,,,,,,,,
129-1088,084-355807970-4,1.7,2.0,24.0,24.0,True,63.0,84.0,,Wall Decor,Sterling,IRON WALL CLOCK,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Bronze, Rust",,,,,,Metal,,,No,,,,,,,,,,,,,31.0,26.0,26.0,13.0,,,,,,,,,Traditional
129-1091,084-355807972-8,2.1,2.0,29.0,29.0,True,105.0,140.0,,Wall Decor,Sterling,ALUMINUM AND ROPE WALL CLOCK,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Galvanized Metal, Natural Rope",,,,,,Metal,,,No,,,,,,,,,,,,,3.8,30.3,29.9,2.8,,,,,,,,,Traditional
129-1111,084-355808369-5,2.0,1.0,29.0,32.5,True,124.5,166.0,,Wall Decor,Sterling,CONTEMPORARY FIR TREE WALL DECOR,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Multicolor,,,,,,Metal,,,No,,,,,,,,,,,,,10.0,36.0,31.0,2.0,,,,,,,,,Transitional
130-003,084-355806213-3,4.0,3.0,30.0,30.0,True,183.0,244.0,,Wall Decor,Sterling,LARGE CLOCK WTH DISTRESSED HANDPAINTED FRAME,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Black, Brunished Gold, Maroon",,,,,,"Glass, Polyurethane",,,No,,,,,,,,,,,,,6.0,35.0,34.0,6.0,,,,,,,,,Traditional
130-006,084-355806216-4,6.0,2.0,36.0,36.0,True,192.0,256.0,,Wall Decor,Sterling,LARGE CLOCK WTH DISTRESSED HANDPAINTED FRAME,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Berkshire,,,,,,"Glass, Polyurethane",,,No,,,,,,,,,,,,,6.0,40.0,40.0,5.0,,,,,,,,,Traditional
132-002,084-355807999-5,5.0,1.0,27.0,27.0,True,157.5,210.0,,Wall Decor,Sterling,MIRROR WITH HAND CUT CONVEX ACCENTS,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Antique, Black, Gold Leaf",,,,,,"Metal, Mirror",,,No,,,,,,,,,,,,,7.3,32.0,32.0,4.0,,,,,,,,,Modern / Contemporary
132-003,084-355808000-7,7.5,1.0,32.0,32.0,True,180.0,240.0,,Wall Decor,Sterling,MIRROR SET IN GOLD LEAF BUBBLE FRAME,"Our elegant Beattystown series Mirror offers a lustrous halo of frosted-edge glass nestled within an “effervescence” of softly contoured metal disks. Gorgeous Gold Leaf color story. Upbeat, Transitional feel.",,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Gold Leaf,,,,,,Metal,,,No,,,,,,,,,,,,,10.0,36.0,36.0,4.0,,,,,,,,,Transitional
132-006,084-355808003-8,4.3,1.0,9.0,40.0,True,127.5,170.0,,Wall Decor,Sterling,ANTIQUE REPRODUCTION WALL MIRROR WITH CONVEX TOP MIRROR,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Gold Leaf,,,,,,"Metal, MDF, Mirror",,,No,,,,,,,,,,,,,5.0,14.0,44.0,5.0,,,,,,,,,
132-008,084-355808005-2,10.4,1.0,24.0,40.0,True,277.5,370.0,,Wall Decor,Sterling,HONEYCOMB MIRROR,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Black, Gold Leaf",,,,,,Metal,,,No,,,,,,,,,,,,,12.0,45.0,30.0,5.0,,,,,,,,,Transitional
132-009,084-355808006-9,5.7,1.0,20.0,20.0,True,99.0,132.0,,Wall Decor,Sterling,4 LEAF CLOVER MIRROR,The Albern Four Leaf Clover Mirror by Sterling will create a striking focal point in any space. This classic gothic shape has been firmly updated with the addition of leaf motifs and lines that are set within a square frame–all hand-painted in gold leaf f,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Gold Leaf,,,,,,Metal,,,No,,,,,,,,,,,,,11.0,22.0,1.0,21.0,,,,,,,,,Transitional
132-011,084-355808008-3,21.0,1.0,41.0,41.0,True,292.5,390.0,,Wall Decor,Sterling,METAL STARBURST MIRROR,"This stunning Churchfield Starburst Wall Mirror from Sterling is so stylish with its rays creating an instant focal point over a mantel, sofa, console table, or on any wall adding warmth and depth to the space. The Starburst frame is metal that has been g",,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Gold Leaf,,,,,,Metal,,,No,,,,,,,,,,,,,26.0,46.0,46.0,3.0,,,,,,,,,Transitional
132-017,084-355808014-4,8.2,1.0,31.0,31.0,True,220.5,294.0,,Wall Decor,Sterling,METAL MIRROR WITH 1-inch BEVEL,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Brown Antique, Gold Leaf",,,,,,"Metal, MDF, Mirror",,,No,,,,,,,,,,,,,9.6,37.0,37.0,5.0,,,,,,,,,
135-001,084-355808059-5,28.7,16.0,60.0,33.6,True,592.5,790.0,,Furniture,Sterling,MIDE CENTURY MIRRORED CONSOLE TABLE,This vintage looking console table is mid-century inspired. The Mid-Century Mirrored Console Table by Sterling features sleek tapered legs in a bright chestnut that supports a mirrored tray table top that is so clean and simple it has real retro appeal. C,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Bright Chestnut,,,No,,,"MDF, Mirror",,,No,,,,,,,,,,,,,28.5,21.3,64.0,9.0,,,,,,,,,Modern / Contemporary
136-001,084-355808070-0,36.0,21.0,17.0,64.0,True,928.5,1238.0,,Furniture,Sterling,CONVEX MIRROR SHELF UNIT IN GLOSS BLACK,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Semi-Gloss Black,,,,,,"Plantation Grown Hardwoods, Other Wood Products, Mirror",,,No,,,,,,,,,,,,,44.0,64.0,25.0,20.0,,,,,,,,,Transitional
136-003,084-355808072-4,8.0,19.0,21.0,27.0,True,321.0,428.0,,Furniture,Sterling,GLOSS WHITE ACCENT TABLE,"This Gloss White Accent Table by Sterling offers the homeowner a sleek and stylish table for placing drinks or snacks on, or for featuring a photo, decorative dish or mini lamp. A scalloped table top sits on three curved legs each on its own base and has",,,,,,,,,1.0,IDN,,,,,,,,,,,,,,Gloss White,,,,,,MDF,,,No,,,,,,,,,,,,,13.0,31.5,23.0,23.0,,,,,,,,,Transitional
136-005,084-355808074-8,18.0,17.0,22.0,27.0,True,418.5,558.0,,Furniture,Sterling,GLOSS BLACK CABINET WITH COVEX MIRROR,"Hollywood Regency inspired contemporary cabinet by Sterling, the Mirage Gloss Black Cabinet With Convex Mirror will add sparkling drama to your space. The front door panel features a round convex mirror providing a glamorous accent cabinet for modern livi",,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Matte Black,,,No,,,"Plantation Grown Hardwood, Other Wood, Mirror",,,No,,,,,,,,,,,,,22.0,26.0,25.5,20.0,,,,,,,,,
136-007/S2,084-355808076-2,13.0,17.0,21.0,21.0,True,360.0,480.0,,Furniture,Sterling,GLOSS WHITE NESTING TABLE,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Gloss White,,,,,,"Plantation Grown Hardwood, Other Wood",,,No,,,,,,,,,,,,,17.0,26.0,25.0,21.0,,,,,,,,,Transitional
137-012,084-355808219-3,44.5,18.0,43.0,34.0,True,490.5,654.0,,Furniture,Sterling,SIDE BOARD WITH DRAWERS AND SHELF IN ANTIQUE CREAM,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Antique Cream,,,No,,,"MDF, Wood",,,No,,,,,,,,,,,,,52.8,36.6,46.1,20.5,,,,,,,,,Traditional
137-014,084-355808221-6,5.7,1.0,19.5,41.5,True,97.5,130.0,,Wall Decor,Sterling,MIN 2-RECTANGULAR SCROLL WORK WALL PANEL,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Antique White, Black",,,,,,"Metal, Wood",,,No,,,,,,,,,,,,,8.0,43.0,6.0,22.0,,,,,,,,,Traditional
137-018/S2,084-355808225-4,6.6,1.0,13.5,13.5,True,81.0,108.0,,Wall Decor,Sterling,MIN 2-SET OF 2 BIRDS ON A BRANCH IN NATURAL WOOD TONE FRAME,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Rust, Silver",,,,,,Iron,,,No,,,,,,,,,,,,,7.0,15.0,16.0,4.0,,,,,,,,,Traditional
137-021,084-355808228-5,12.5,16.0,16.0,20.0,True,139.5,186.0,,Furniture,Sterling,CURVED DRUM TABLE,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Black Acrylic, Gold Paint",,,,,,"Acrylic, Metal",,,No,,,,,,,,,,,,,15.8,23.3,18.5,18.5,,,,,,,,,Transitional
137-023/S2,084-355808230-8,10.0,18.0,18.0,24.0,True,234.0,312.0,,Furniture,Sterling,SET OF 2 DRUM SIDE TABLES,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Antique Copper Tone, Black, Bright Gold",,,,,,"Acrylic, Metal",,,No,,,,,,,,,,,,,23.1,26.4,20.5,20.5,,,,,,,,,
137-024,084-355808231-5,6.8,19.0,19.0,75.0,True,139.5,186.0,,Decorative Accessory,Sterling,COAT RACK IN DISTRESSED BLACK,This attractive hall tree will provide guests with a place to hang jackets and hats as they enter your home or office. The Stocks Bridge Coat Rack In Distressed Black by Sterling will help create a well organized space and a smooth entry or exit. This sta,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Hand Distressed Earth Tones, Hand-Painted Black",,,,,,Metal,,,No,,,,,,,,,,,,,12.0,41.0,18.0,10.0,,,,,,,,,Traditional
138-001,084-355808235-3,10.0,4.0,19.0,19.0,True,51.0,68.0,,Wall Decor,Sterling,MIN 4-MIRROR IN GOLD LEAF WIRE FRAME,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,Gold Leaf,,,,,,Metal,,,No,,,,,,,,,,,,,14.7,19.0,20.1,17.1,,,,,,,,,Modern / Contemporary
138-002/S2,084-355808236-0,8.0,8.0,14.0,27.0,True,120.0,160.0,,Wall Decor,Sterling,GRASS WALL DECOR,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Bronze, Gold",,,,,,Metal,,,No,,,,,,,,,,,,,9.0,39.0,17.0,8.0,,,,,,,,,Transitional
138-008,084-355808242-1,14.0,21.0,22.0,34.0,True,244.5,326.0,,Decorative Accessory,Sterling,INDUSTRIAL FERRIS WHEEL CANDLE HOLDER,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Metal Rust, Natural Burnished Wood, Restoration Grey Tone",,,,,,Metal,,,No,,,,,,,,,,,,,16.0,35.0,22.1,20.9,,,,,,,,,Traditional
138-009,084-355808243-8,5.8,17.0,17.0,20.0,True,114.0,152.0,,Furniture,Sterling,ACCENT TABLE IN GOLD LEAF,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Champagne Antique, Gold Paint",,,,,,Metal,,,No,,,,,,,,,,,,,8.0,22.0,18.0,18.0,,,,,,,,,Transitional
138-012/S2,084-355808246-9,3.3,2.0,16.0,16.0,True,76.5,102.0,,Wall Decor,Sterling,SET OF 2 FRAMED METAL TULIP WALL PANELS,,,,,,,,,,1.0,CHN,,,,,,,,,,,,,,"Dark Bronze, Gold Painted, Medium Lacquer",,,,,,Metal,,,No,,,,,,,,,,,,,9.9,18.1,17.1,7.1,,,,,,,,,
