manufacturer_sku,ean13,weight,length,width,height,prop_65,cost_price,min_price,made_to_order,product__product_class__name,product__brand__name,product__title,product__description,product__bullets__0,product__bullets__1,product__bullets__2,product__bullets__3,product__bullets__4,product__bullets__5,product__bullets__6,product__configuration__codes,product__multipack_quantity,product__country_of_origin__alpha_3,product__parent_sku,attrib__arm_height,attrib__assembly_required,attrib__back_material,attrib__blade_finish,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__design_id,attrib__designer,attrib__distressed_finish,attrib__fill,attrib__finish,attrib__frame_color,attrib__hardwire,attrib__kit,attrib__leg_color,attrib__leg_finish,attrib__material,attrib__number_bulbs,attrib__orientation,attrib__outdoor_safe,attrib__pile_height,attrib__seat_depth,attrib__seat_height,attrib__seat_width,attrib__shade,attrib__size,attrib__switch_type,attrib__ul_certified,attrib__warranty_years,attrib__wattage,attrib__weave,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,boxes__3__weight,boxes__3__length,boxes__3__height,boxes__3__width,product__styles
500,810937005005,10.00,16.00,16.00,30.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,184.5,$369.00,False,Indoor Lighting,Dimond Lighting,Aspen Bark Table Lamp,,6.5-Inch wide base,,,,,,,Active,1,China,500,,Yes,"Bark, Metal",Natural,No,A21 3-Way,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Burlap,1,Active,No,Active,,,,Round Hardback Burlap Shade With Single Trim,Active,3-Way,UL,Active,100,Active,,13.00,18.00,24.00,17.00,,,,,,,,,Transitional
505,810937005050,11.00,15.00,15.00,26.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,204,$408.00,False,Indoor Lighting,Dimond Lighting,Hand Applied Natural Shells Table Lamp,,8-Inch wide base,,,,,,,Active,1,China,505,,Yes,"Metal, Shell",Natural,No,A21 3-Way,,,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Round Hardback White Fabric Shade,Active,3-Way,UL,Active,100,Active,,12.00,28.00,15.80,15.80,,,,,,,,,Modern / Contemporary
590,810937005906,9.00,20.00,21.00,31.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,141,$282.00,False,Indoor Lighting,Dimond Lighting,Carved Horse Table Lamp,,19-Inch wide base,,,,,,,Active,1,China,590,,Yes,Composite,Natural,No,A21 3-Way,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Rectangular Hardback Grey Fabric Shade With Single Trim,Active,3-Way,UL,Active,100,Active,,12.00,21.30,21.50,11.50,,,,,,,,,Traditional
671,810937006712,21.00,17.00,11.00,42.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,184.5,$369.00,False,Indoor Lighting,Dimond Lighting,Pharmacy Floor Lamp In Bronze,,,,,,,,,Active,1,China,671,,Yes,Metal,Bronze,Yes,,,72,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Metal,1,Active,No,Active,,,,Bronze Metal Shade,Active,,UL,Active,,Active,,10.00,11.00,23.00,5.00,,,,,,,,,Traditional
704,810937007047,27.00,15.00,15.00,28.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,211.5,$423.00,False,Indoor Lighting,Dimond Lighting,Crystal Ballustrade Table Lamp,,6-Inch wide base,,,,,,,Active,1,China,704,,Yes,Crystal,Clear,No,A21 3-Way,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Rectangular Hardback White Fabric Shade,Active,3-Way,UL,Active,100,Active,,30.00,30.00,15.50,15.50,,,,,,,,,Traditional
722,810937007221,15.00,16.00,9.00,27.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,202.5,$405.00,False,Indoor Lighting,Dimond Lighting,Crystal Rectangular Urn Table Lamp,,9-Inch wide base,,,,,,,Active,1,China,722,,Yes,Crystal,Clear,No,A21 3-Way,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Rectangular Hardback White Fabric Shade,Active,3-Way,UL,Active,100,Active,,18.00,16.00,12.00,12.00,,,,,,,,,Traditional
729,810937007290,18.00,15.00,18.00,32.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,319.5,$639.00,False,Indoor Lighting,Dimond Lighting,Crystal Faceted Column Table Lamp,,5-Inch wide base,,,,,,,Active,1,China,729,,Yes,Crystal,Clear,No,A21 3-Way,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Round Hardback White Fabric Shade,Active,3-Way,UL,Active,100,Active,,20.00,20.00,19.00,20.00,,,,,,,,,Traditional
801,810937008013,20.00,18.00,18.00,65.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,405,$810.00,False,Indoor Lighting,Dimond Lighting,Distressed Acacia Wood Floor Lamp,,11-Inch wide base,,,,,,,Active,2,China,801,,Yes,Wood,Distressed Wood Tone,No,A21 3-Way,,,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Fabric,1,Active,No,Active,,,,Round Hardback Taupe Fabric Shade,Active,3-Way,UL,Active,100,Active,,18.00,12.00,52.00,12.00,4.00,16.00,20.00,20.00,,,,,Traditional
807,810937008075,12.00,18.00,18.00,28.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,301.5,$603.00,False,Indoor Lighting,Dimond Lighting,Curved Block Solid Wood Table Lamp,,10-Inch wide base,,,,,,,Active,1,China,807,,Yes,Wood,Natural,No,A21 3-Way,,66,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,Burlap,1,Active,No,Active,,,,Round Hardback Burlap Shade,Active,3-Way,UL,Active,100,Active,,14.00,29.00,19.00,19.00,,,,,,,,,Traditional
992,810937009928,8.00,13.00,6.00,18.00,https://s3-us-west-2.amazonaws.com/elk-assets/P65-01A.pdf,172.5,$345.00,False,Indoor Lighting,Dimond Lighting,Chrome LED Desk Lamp,,,,,,,,,Active,1,China,992,,Yes,Metal,Chrome,Yes,Integrated LED,,,Active,Dimond Lighting,Active,Active,Active,Active,Active,No,Active,Active,,1,Active,No,Active,,,,No Shade,Active,Line Switch,UL,Active,5,Active,,9.80,20.00,8.00,14.00,,,,,,,,,Modern / Contemporary
