manufacturer_sku,ean13,system__creation__date,weight,length,width,height,cost_price,min_price,product__product_class__name,product__brand__name,product__title,product__description,product__bullets_0,product__bullets_1,product__bullets_2,product__bullets_3,product__bullets_4,product__bullets_5,product__bullets_6,product__multipack_quantity,product__country_of_origin__alpha_3,attrib__arm_height,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer,attrib__finish,attrib__kit,attrib__material,attrib__number_bulbs,attrib__outdoor_safe,attrib__pile_height,attrib__seat_height,attrib__switch_type,attrib__ul_certified,attrib__wattage,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product__styles
1142-013,81800803563,2016-10-09,20.0,20.0,20.0,9.0,1134.0,756.0,Indoor Lighting,Dimond Lighting,Orchestra Pendant,,,,,,,,,1.0,CHN,,No,A19,,,,Gold Leaf,No,"Marble, Metal",1.0,No,,,,UL,100.0,,41.0,35.0,37.0,35.0,,,,,,,,,
1142-014,818008035647,2016-10-09,,5.0,9.0,8.63,366.0,244.0,Indoor Lighting,Dimond Lighting,Orchestra Sconce,,,,,,,,,1.0,CHN,,No,B11,,,,Gold Leaf,No,"Marble, Metal",1.0,No,,,,UL,60.0,,6.0,12.0,12.0,9.0,,,,,,,,,
114-27,843558083732,2013-06-10,11.8,5.0,11.0,21.0,195.0,130.0,Wall Decor,Sterling,MIN 2-MINI VENETIAN MIRROR WITH SHELF,Clear mirror with Venetian hand-cut mirror embellishments.,,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,10.0,14.0,25.0,9.0,,,,,,,,,"Traditional,Coastal,Beach,FrenchCountry"
114-30,843558083763,2013-06-10,35.0,1.0,33.0,56.0,1224.0,816.0,Wall Decor,Sterling,VENETIAN MIRROR,"A truly unique and elegant piece, the Bilbao Venetian Wall Mirror by Sterling features gorgeous etchings and a layered style. The outside frame is made of individual ornate layers of mirror with delicate etchings of flowers and scrolls, each hand-cut and",,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,40.0,61.0,4.0,39.0,,,,,,,,,"Traditional,Coastal,Beach,FrenchCountry"
114-31,84355808377,2013-06-10,64.0,1.0,40.0,72.0,1572.0,1048.0,Wall Decor,Sterling,VENETIAN MIRROR,"A truly unique and elegant piece, the Reede Venetian Full Length Mirror by Sterling features gorgeous etchings and a layered style. The outside frame is made of individual ornate layers of mirror with delicate etchings of flowers and scrolls, each hand-cu",,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,72.0,78.0,4.0,45.0,,,,,,,,,"Traditional,Coastal,Beach,FrenchCountry"
114-32,843558083787,2013-06-10,29.0,1.0,31.0,50.0,1050.0,700.0,Wall Decor,Sterling,VENETIAN MIRROR,"A truly unique and elegant piece, the Barwell Venetian Wall Mirror by Sterling features gorgeous etchings and a layered style. The outside frame is made of individual ornate layers of mirror with delicate etchings of flowers and scrolls, each hand-cut and",,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,49.0,55.0,4.0,35.0,,,,,,,,,"Traditional,Coastal,Beach,FrenchCountry"
114-33,843558083794,2013-06-10,22.0,1.0,30.0,30.0,660.0,440.0,Wall Decor,Sterling,VENETIAN MIRROR,"A truly unique and elegant piece, the Conway Venetian Wall Mirror by Sterling features gorgeous etchings and a layered style. The outside frame is made of individual ornate layers of mirror with delicate etchings of flowers and scrolls, each hand-cut and",,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,25.0,35.0,3.0,35.0,,,,,,,,,"Traditional,Coastal,Beach,FrenchCountry"
114-34,8435580838,2013-06-10,22.0,1.0,26.0,45.0,699.0,466.0,Wall Decor,Sterling,CONTEMPORARY VENETIAN MIRROR,,,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,27.0,50.0,4.0,30.0,,,,,,,,,"Modern,Contemporary,Coastal,Beach,FrenchCountry"
114-35,843558083817,2013-06-10,26.0,13.5,40.0,31.5,1497.0,998.0,Furniture,Sterling,MIRRORED CONSOLE TABLE,"This Liberty Mirrored Console Table by Sterling provides a modern accent that can easily translate into any unique space. This multifunctional table will make a grand statement in an entry foyer, hallway or living room and is perfect for displaying your f",,,,,,,,1.0,CHN,,,,,,,Clear,No,"MDF, Mirror",,No,,,,,,,30.0,35.6,44.5,16.0,,,,,,,,,
114-41,843558083909,2013-06-10,39.0,23.0,31.0,19.0,1215.0,810.0,Furniture,Sterling,MIRROR AND STAINLESS STEEL COFFEE TABLE,,,,,,,,,1.0,CHN,,,,,,,"Chrome, Clear",,"Metal, Mirror",,No,,,,,,,45.0,26.5,34.5,9.3,,,,,,,,,"Modern,Contemporary,Coastal,Beach,Luxe,Glam"
114-43,843558083923,2013-06-10,42.0,12.0,45.0,31.0,1356.0,904.0,Furniture,Sterling,MIRROR AND STAINLESS CONSOLE TABLE,"Great design is excellent at identifying synergy. Our Klein Console balances a sharply geometric Polished Chrome base with a lustrous, on-trend beveled mirrored surface; merging the energy intrinsic to contemporary architecture with the plush, unapologetic glamour of 1930's Hollywood Regency-style design stories. Deck this one out with a Jet Black vintage telephone and a bright red apple.",,,,,,,,1.0,CHN,,,,,,,"Chrome, Clear",No,"Metal, Mirror",,No,,,,,,,46.0,16.5,49.5,9.3,,,,,,,,,"Modern,Contemporary,Coastal,Beach,Luxe,Glam"
1145-003,748119095509,2015-10-05,4.5,11.0,11.0,12.0,300.0,200.0,Indoor Lighting,Sterling,Moravian Star Flush Mount - Gold,"Resplendent. Complex.  Elegantly antiqued. Finally, a lighting fixture that shares our vital characteristics. Introducing our stylishly hand crafted Sirius Collection Glass Star Flush Mount: With its dazzling convergence of three-dimensional vertexes and gorgeous Antiqued Mercury Glass details, the Sirius is, like us, the perfect combination of sophisticated shape and classic refinement.  Instantly brings wow to any tasteful entryway or corridor. Distinctive Gold metalwork.",,,,,,,,1.0,CHN,,No,B11,,,,Antique Mercury,No,Metal,1.0,No,,,,UL,60.0,,6.0,14.0,12.0,12.0,,,,,,,,,"Traditional,Luxe,Glam,Coastal,Beach"
1145-004,748119095516,2015-10-05,4.5,11.0,11.0,12.0,300.0,200.0,Indoor Lighting,Sterling,Moravian Star Flush Mount - Bronze,"Resplendent. Complex.  Elegantly antiqued. Finally, a lighting fixture that shares our vital characteristics. Introducing our stylishly hand crafted Sirius Collection Glass Star Flush Mount: With its dazzling convergence of three-dimensional vertexes and gorgeous Antiqued Mercury Glass details, the Sirius is, like us, the perfect combination of sophisticated shape and classic refinement.  Instantly brings wow to any tasteful entryway or corridor. Distinctive Oiled Bronze metalwork.",,,,,,,,1.0,CHN,,No,B11,,,,Antique Mercury,No,Metal,1.0,No,,,,UL,60.0,,5.0,13.0,13.0,12.0,,,,,,,,,"Traditional,Luxe,Glam,Coastal,Beach"
1145-005,748119095523,2015-10-05,4.5,11.0,11.0,12.0,300.0,200.0,Indoor Lighting,Sterling,Moravian Star Flush Mount - Bronze With Clear Glass,"Boldness. Complexity. Sparkle. Finally, a lighting fixture that shares our vital characteristics. Introducing our stylishly handcrafted Moravian Star Pendant: With its dazzling convergence of clear glass vertexes and distinctive Oiled Bronze metalwork, the Sirius is, like us, the perfect combination of sophisticated shape and classic refinement. Instantly brings wow to any tasteful corridor.",,,,,,,,1.0,CHN,,No,B11,,,,"Bronze, Clear",No,Metal,1.0,No,,,,UL,60.0,,5.0,13.0,13.0,13.0,,,,,,,,,"Traditional,Luxe,Glam,Coastal,Beach"
1145-006,74811909553,2015-10-05,5.0,11.0,11.0,12.0,300.0,200.0,Indoor Lighting,Sterling,Moravian Star Pendant - Gold,"Resplendent. Complex.  Elegantly antiqued. Finally, a lighting fixture that shares our vital characteristics. Introducing our stylishly hand crafted Sirius Collection Glass Star Pendant: With its dazzling convergence of three-dimensional vertexes and gorgeous Antiqued Mercury Glass details, the Sirius is, like us, the perfect combination of sophisticated shape and classic refinement.  Instantly brings wow to any tasteful entryway or corridor. Distinctive Gold metalwork.",,,,,,,,1.0,CHN,,No,B11,,,,"Antique Mercury, Gold",No,Metal,1.0,No,,,,UL,60.0,,6.0,14.0,12.0,12.0,,,,,,,,,"Traditional,Luxe,Glam,Coastal,Beach"
1145-007,748119095547,2015-10-05,5.0,11.0,11.0,12.0,300.0,200.0,Indoor Lighting,Sterling,Moravian Star Pendant - Bronze,"Resplendent. Complex.  Elegantly antiqued. Finally, a lighting fixture that shares our vital characteristics. Introducing our stylishly hand crafted Sirius Collection Glass Star Pendant: With its dazzling convergence of three-dimensional vertexes and gorgeous Antiqued Mercury Glass details, the Sirius is, like us, the perfect combination of sophisticated shape and classic refinement.  Instantly brings wow to any tasteful entryway or corridor. Distinctive Oiled Bronze metalwork.",,,,,,,,1.0,CHN,,No,B11,,,,"Bronze, Antique Mercury",No,Metal,1.0,No,,,,UL,60.0,,6.0,13.0,17.0,13.0,,,,,,,,,"Traditional,Luxe,Glam,Coastal,Beach"
1145-008,748119095554,2015-10-05,5.0,9.0,9.0,10.0,231.0,154.0,Indoor Lighting,Sterling,Moravian Star Pendant - Gold,"Resplendent. Complex.  Elegantly antiqued. Finally, a lighting fixture that shares our vital characteristics. Introducing our stylishly hand crafted Sirius Collection Glass Star Pendant: With its dazzling convergence of three-dimensional vertexes and gorgeous Antiqued Mercury Glass details, the Sirius is, like us, the perfect combination of sophisticated shape and classic refinement.  Instantly brings wow to any tasteful entryway or corridor. Distinctive Gold metalwork.",,,,,,,,1.0,CHN,,No,B11,,,,"Antique Mercury, Gold",No,Metal,1.0,No,,,,UL,60.0,,7.0,12.0,10.0,10.0,,,,,,,,,"Traditional,Luxe,Glam,Coastal,Beach"
1145-009,748119095561,2015-10-05,5.0,9.0,9.0,10.0,231.0,154.0,Indoor Lighting,Sterling,Moravian Star Pendant - Bronze,"Resplendent. Complex.  Elegantly antiqued. Finally, a lighting fixture that shares our vital characteristics. Introducing our stylishly hand crafted Sirius Collection Glass Star Pendant: With its dazzling convergence of three-dimensional vertexes and gorgeous Antiqued Mercury Glass details, the Sirius is, like us, the perfect combination of sophisticated shape and classic refinement.  Instantly brings wow to any tasteful entryway or corridor. Distinctive Oiled Bronze metalwork.",,,,,,,,1.0,CHN,,No,B11,,,,"Antique Mercury, Bronze",No,Metal,1.0,No,,,,UL,60.0,,7.0,12.0,10.0,10.0,,,,,,,,,"Traditional,Luxe,Glam,Coastal,Beach"
1145-010,818008046926,2018-10-05,3.4,10.0,10.0,10.0,279.0,186.0,Indoor Lighting,Dimond Lighting,Moravian Star Flush Mount in Oil Rubbed Bronze with Frosted Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,White,,,"Oil Rubbed Bronze, Frosted Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.5,12.5,13.5,12.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-011,818008046933,2018-10-05,3.4,10.0,10.0,10.0,279.0,186.0,Indoor Lighting,Dimond Lighting,Moravian Star Flush Mount in Polished Nickel with Silver Mecury Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Silver,,,"Antique Nickel, Silver Mecury Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.5,12.5,13.5,12.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-012,81800804694,2018-10-05,3.4,10.0,10.0,10.0,279.0,186.0,Indoor Lighting,Dimond Lighting,Moravian Star Flush Mount in Brass with Gold Mecury Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Gold,,,"Brass, Gold Mecury Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.5,12.5,13.5,12.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-013,818008046957,2018-10-05,3.3,9.0,9.0,10.0,195.0,130.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Polished Nickel with Clear Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Silver,72.0,,"Antique Nickel, Clear Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.4,12.5,13.5,12.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-014,818008046964,2018-10-05,3.3,9.0,9.0,10.0,195.0,130.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Antique Brass with Clear Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Brown,72.0,,"Antique Brass, Clear Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.4,11.5,12.5,11.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-015,818008046971,2018-10-05,3.3,9.0,9.0,10.0,195.0,130.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Oil Rubbed Bronze with Frosted Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,White,72.0,,"Oil Rubbed Bronze, Frosted Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.4,11.5,12.5,11.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-016,818008046988,2018-10-05,3.3,9.0,9.0,10.0,216.0,144.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Polished Nickel with Silver Mecury Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Silver,72.0,,"Antique Nickel, Silver Mecury Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.4,11.5,12.5,11.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-017,818008046995,2018-10-05,3.3,9.0,9.0,10.0,216.0,144.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Brass with Gold Mecury Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Gold,72.0,,"Brass, Gold Mecury Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.4,11.5,12.5,11.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-019,818008047015,2018-10-05,4.2,12.0,12.0,12.0,261.0,174.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Polished Nickel with Clear Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Silver,72.0,,"Antique Nickel, Clear Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,5.8,13.5,13.5,13.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-020,818008047022,2018-10-05,4.2,12.0,12.0,12.0,261.0,174.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Antique Brass with Clear Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Gold,72.0,,"Antique Brass, Clear Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,5.8,13.5,13.5,13.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-021,818008047039,2018-10-05,4.2,12.0,12.0,12.0,261.0,174.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Oil Rubbed Bronze with Frosted Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,White,72.0,,"Oil Rubbed Bronze, Frosted Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,5.8,13.5,13.5,13.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-022,818008047046,2018-10-05,4.2,12.0,12.0,12.0,285.0,190.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Polished Nickel with Silver Mercury Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Silver,72.0,,"Antique Nickel, Silver Mercury Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,5.8,13.5,13.5,13.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-023,818008047053,2018-10-05,4.2,12.0,12.0,12.0,285.0,190.0,Indoor Lighting,Dimond Lighting,Moravian Star Pendant in Brass with Gold Mecury Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Gold,72.0,,"Brass, Gold Mecury Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,5.8,13.5,13.5,13.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-025,818008046889,2018-10-05,3.6,10.0,9.0,12.0,195.0,130.0,Indoor Lighting,Dimond Lighting,Moravian Star Wall Sconce in Oil Rubbed Bronze with Clear Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Brown,,,"Oil Rubbed Bronze, Clear Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.6,13.5,13.5,12.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-026,818008046902,2018-10-05,3.4,10.0,10.0,10.0,279.0,186.0,Indoor Lighting,Dimond Lighting,Moravian Star Flush Mount in Polished Nickel with Clear Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Silver,,,"Antique Nickel, Clear Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.5,12.5,13.5,12.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
1145-027,818008046919,2018-10-05,3.4,10.0,10.0,10.0,279.0,186.0,Indoor Lighting,Dimond Lighting,Moravian Star Flush Mount in Antique Brass with Clear Glass,,Classic moravian star design.,Full range of sizes and styles available in a range of finishes.,,,,,,1.0,CHN,,No,A19,Gold,,,"Antique Brass, Clear Glass",No,"Glass, Metal",1.0,No,,,,UL,60.0,,4.5,12.5,13.5,12.5,,,,,,,,,"Transitional,ModernFarmhouse,Victorian"
114-51,843558126064,2013-12-20,19.6,1.0,38.0,58.0,1503.0,1002.0,Wall Decor,Sterling,LARGE VENETIAN MIRROR,"The origins of the Venetian mirror are back to the Renaissance, a time when Venice was already taking the lead in this production as well as with other glass creations. Each piece of glass is hand cut and each pattern is painstakingly etched by hand. The",,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,57.0,63.0,4.0,43.0,,,,,,,,,"Traditional,Luxe,Glam,FrenchCountry"
114-53,843558126088,2013-12-20,10.0,1.0,22.0,36.0,489.0,326.0,Wall Decor,Sterling,VENETIAN STYLE MIRROR,"The origins of the Venetian mirror are back to the Renaissance, a time when Venice was already taking the lead in this production as well as with other glass creations. Each piece of glass is hand cut and each pattern is painstakingly etched by hand. The",,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,12.0,27.0,41.0,4.0,,,,,,,,,"Traditional,Luxe,Glam,FrenchCountry"
114-54,843558126095,2013-12-20,12.0,21.4,13.0,25.0,750.0,500.0,Furniture,Sterling,MIRRORED SIDE CABINET WITH 2 DRAWERS,The lines on this piece make it reminiscent of the 1950’s. High quality mirror and modern chrome handles guarantee it will make a pop in any setting. 2 sturdy drawers make it great for storage.,,,,,,,,1.0,CHN,,,,,,,Clear,No,"MDF, Mirror",,No,,,,,,,14.0,25.5,26.0,15.5,,,,,,,,,"Transitional,Luxe,Glam,Coastal,Beach"
114-59,843558126132,2013-12-20,14.0,42.4,23.0,29.0,1869.0,1246.0,Furniture,Sterling,MIRROR TOP DESK WITH BAMBOO FRAME IN GOLD LEAF,"Timeless bamboo is given a modern spin on this high quality mirrored desk. The reeding is formed from metal and finished in gold leaf making it stylish, modern and with depth and character all at once. 3 drawers make it functional as a work space or dress",,,,,,,,1.0,CHN,,,,,,,"Clear, Gold Leaf",No,"Glass, Metal, MDF",,No,,,,,,,16.0,27.3,47.0,16.3,,,,,,,,,"Transitional,Luxe,Glam,Asian"
114-60,843558126149,2013-12-20,8.0,22.0,16.0,18.0,768.0,512.0,Seating,Sterling,STOOL WITH BAMBOO FRAME IN GOLD LEAF AND LINEN SEAT,"Timeless bamboo is given a modern spin on this high quality stool. The reeding is formed from metal and finished in gold leaf making it stylish, modern and with depth and character all at once. Off white linen top and comfortable cushion make it functiona",,,,,,,,1.0,CHN,,,,,,,"Clear, Cream Linen, Gold Leaf",No,"Glass, Metal, MDF",,No,,,,,,,19.0,24.0,20.0,19.0,,,,,,,,,"Transitional,Luxe,Glam,Asian"
114-63,843558126163,2013-12-20,14.0,1.0,37.0,47.0,873.0,582.0,Wall Decor,Sterling,ARCHED RIBBONS CLEAR GLASS MIRROR,"This large mirror updates any space. Mirror ribbons are cut by hand and placed on the front, adding dimensional character and interest. All edges are beveled by hand. 4 hooks allow the mirror to be hung horizontally or vertically. A matching console is av",,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,16.0,43.0,52.0,3.5,,,,,,,,,
114-64,84355812617,2013-12-20,22.0,46.0,16.0,32.3,1401.0,934.0,Furniture,Sterling,CURVED RIBBONS MIRRORED CONSOLE,"This high quality mirrored console updates any space. Mirror ribbons are cut by hand and placed on the front, adding dimensional character and interest. All edges are beveled by hand. A matching mirror is available.",,,,,,,,1.0,CHN,,,,,,,Clear,,,,No,,,,,,,24.0,36.0,50.0,19.0,,,,,,,,,
114-65,843558126187,2013-12-20,18.0,2.0,32.0,48.0,831.0,554.0,Wall Decor,Sterling,JUXTAPOSED ANGLES CLEAR GLASS MIRROR,Hand cut glass pieces placed at juxtaposed angles create dimensional character and interest. All edges are beveled by hand. 4 hooks allow the mirror to be hung horizontally or vertically. 48 tall this mirror makes a statement in any setting. A matching co,,,,,,,,1.0,CHN,,,,,,,Clear,,Glass,,No,,,,,,,48.0,53.0,4.0,37.0,,,,,,,,,
114-78/S2,843558126286,2013-12-20,4.0,1.0,16.0,16.0,465.0,310.0,Wall Decor,Sterling,"SNOWFLAKE, SUPER WHITE GLASS MIRROR","Set of 2 mirrors. A modern interpretation of a snowflake, formed from super white glass, each piece is individually hand cut and beveled to form the frame.",,,,,,,,1.0,CHN,,,,,,,White,,Glass,,No,,,,,,,6.0,19.0,18.5,5.0,,,,,,,,,
114-79,843558126293,2013-12-20,10.0,19.6,19.6,28.0,498.0,332.0,Furniture,Sterling,SIDE TABLE WITH BENT GLASS IN WHITE,"This modern side table is finished in white gloss and high quality mirror, curvaceous legs soften the silhouette and make it versatile.",,,,,,,,1.0,CHN,,,,,,,"Gloss White, Silver",,"MDF, Mirror",,No,,,,,,,12.0,22.6,27.0,11.6,,,,,,,,,
114-80,843558126309,2013-12-20,15.0,41.5,18.0,31.5,777.0,518.0,Furniture,Sterling,CONSOLE TABLE WITH BENT GLASS IN WHITE,"This modern console table is finished in white gloss and high quality mirror, curvaceous legs soften the silhouette and make it versatile.",,,,,,,,1.0,CHN,,,,,,,"Gloss White, Silver",,"MDF, Mirror",,No,,,,,,,17.0,20.5,44.0,12.5,,,,,,,,,"Modern,Contemporary,Luxe,Glam,Coastal,Beach"
114-83,843558126323,2013-12-20,69.5,1.0,36.0,48.0,981.0,654.0,Wall Decor,Sterling,LARGE MIRROR SET IN A HEAVY MIRRORED FRAME,"The oval center mirror is set within a substantial 48 tall frame. The frame and setting are deep, heavy and speak to quality and richness. The lines and angles and accent finish are clean making it versatile and suited to grounding a wide range of spaces.",,,,,,,,1.0,CHN,,,,,,,"Champagne Antique, Clear, Silver Leaf",,Composite,,No,,,,,,,71.5,31.0,53.0,4.5,,,,,,,,,"Transitional,Luxe,Glam,Coastal,Beach"
114-85,84355812633,2013-12-20,16.0,1.0,27.0,45.0,621.0,414.0,Wall Decor,Sterling,WHITE GLASS SCROLL WORK FRAMED MIRROR,"A modern interpretation of a Baroque design story, the Hayle Mirror uses high quality super-White glass to form gracefully scrolled Crown Tulip Arabesques. Each piece of glass in the frame is individually cut and beveled. Perfect in the powder room.",,,,,,,,1.0,CHN,,,,,,,White,,Glass,,No,,,,,,,21.0,50.0,3.0,32.0,,,,,,,,,"Transitional,Luxe,Glam,FrenchCountry"
114-89,843558126354,2013-12-20,8.0,4.0,20.0,20.0,267.0,178.0,Decorative Accessory,Sterling,IRON SCROLL MIRRORED TRAY,"20 diameter this mirrored tray is set in a free form iron frame and finished in deep silver tones. Perfect for decorative displays and placing decanters on, the tray is striking and functional. A 16-Inch version is also available.",,,,,,,,1.0,CHN,,,,,,,Mccomish Bronze,,"Glass, Metal",,No,,,,,,,10.0,23.0,23.0,5.0,,,,,,,,,"Transitional,FrenchCountry,Luxe,Glam"
114-90,843558126361,2013-12-20,10.0,3.0,16.0,16.0,198.0,132.0,Decorative Accessory,Sterling,IRON SCROLL MIRRORED TRAY,"16-Inch diameter this mirrored tray is set in a free form iron frame and finished in deep silver tones. Perfect for decorative displays and placing decanters on, the tray is striking and functional. A 20 version is also available.",,,,,,,,1.0,CHN,,,,,,,Mccomish Bronze,,"Glass, Metal",,No,,,,,,,12.0,19.0,19.0,5.0,,,,,,,,,"Transitional,FrenchCountry,Luxe,Glam"
114-92,843558126378,2013-12-20,12.0,20.0,20.0,22.0,600.0,400.0,Furniture,Sterling,CONTEMPORARY SCULPTURAL METAL WORK SIDE TABLE WITH MIRROR  TOP,Formed from flat metal pieces and hand finished in silver with warm gold antique this contemporary sculptural metal work side table is finished with a clear glass top.,,,,,,,,1.0,CHN,,,,,,,Sandhurst Silver,,"Glass, Metal",,No,,,,,,,14.0,25.0,23.0,22.5,,,,,,,,,"Transitional,FrenchCountry,Luxe,Glam"
114-96,843558126415,2013-12-20,18.0,16.0,47.0,31.0,1200.0,800.0,Furniture,Sterling,RINGS CONSOLE TABLE WITH MIRRORED TOP,Large metal rings are hand formed and interlinked to create this modern console table. The finish of gold and silvers with antique and mirrored top make this piece more transitional and chic.,,,,,,,,2.0,CHN,,,,,,,"Bakewell Gold, Silver",No,"Glass, Metal",,No,,,,,,,12.0,27.0,46.0,3.0,12.0,51.0,6.0,20.0,,,,,"Transitional,FrenchCountry,Luxe,Glam"
114-99,843558126439,2013-12-20,10.0,2.0,28.0,40.0,558.0,372.0,Wall Decor,Sterling,GOLD LEAFED METAL BRANCH FRAMED MIRROR,Branches formed from metal and hand finished in gold leaf give an Industrial Chic twist to Classic Natural motif. The beveled-edge mirror is set in a 40-Inch tall bronze metal frame.,,,,,,,,1.0,CHN,,,,,,,"Bakewell Bronze, Gold",,"Metal, Mirror",,No,,,,,,,12.0,32.0,43.0,4.0,,,,,,,,,"Transitional,FrenchCountry,Luxe,Glam"
115-06,843558027743,2011-11-12,10.0,2.0,24.0,36.0,441.0,294.0,Wall Decor,Sterling,Sandyford Mirror Frame,,,,,,,,,1.0,CHN,,,,,,,Antique Gold Leaf,,Composite,,No,,,,,,,15.0,40.0,4.0,28.0,,,,,,,,,"Transitional,FrenchCountry,ModernFarmhouse"
115-09,843558033867,2011-12-19,11.0,3.0,31.0,31.0,441.0,294.0,Wall Decor,Sterling,ROUND MIRROR IN ANTIQUE SILVER LEAF,,,,,,,,,1.0,CHN,,,,,,,"Antique, Silver Leaf",,Composite,,No,,,,,,,13.0,35.0,5.0,35.0,,,,,,,,,"Transitional,FrenchCountry,ModernFarmhouse"
115-10,843558033874,2011-12-19,21.1,2.0,27.0,35.0,444.0,296.0,Wall Decor,Sterling,OVAL MIRROR IN BRONZE,,,,,,,,,1.0,CHN,,,,,,,"Bronze Wash, Silver Leaf",,Composite,,No,,,,,,,25.6,30.0,36.0,3.0,,,,,,,,,"Transitional,FrenchCountry,ModernFarmhouse"
