manufacturer_sku,ean13,system__creation__date,weight,length,width,height,cost_price,min_price,product__product_class__name,product__brand__name,product__title,product__description,product__bullets_0,product__bullets_1,product__bullets_2,product__bullets_3,product__bullets_4,product__bullets_5,product__bullets_6,product__multipack_quantity,product__country_of_origin__alpha_3,attrib__arm_height,attrib__bulb_included,attrib__bulb_type,attrib__color,attrib__cord_length,attrib__designer,attrib__finish,attrib__kit,attrib__material,attrib__number_bulbs,attrib__outdoor_safe,attrib__pile_height,attrib__seat_height,attrib__switch_type,attrib__ul_certified,attrib__wattage,attrib__weight_capacity,boxes__0__weight,boxes__0__length,boxes__0__height,boxes__0__width,boxes__1__weight,boxes__1__length,boxes__1__height,boxes__1__width,boxes__2__weight,boxes__2__length,boxes__2__height,boxes__2__width,product__styles
D2936,748119095875,2015-12-10,12.0,16.0,16.0,29.0,366.0,219.6,Indoor Lighting,Dimond Lighting,Windley Table Lamp,"Our handcrafted Windley Table Lamp balances several notions of beauty, using the neatly ribbed texture of natural Cerith to emulate the soft delicacy of pillowy White bouquets. A clear acrylic base offers the freshness and clarity of pure water. Satiny metal finial. Textured linen shade.",,,,,,,,1.0,CHN,,No,A21 3-Way,,66.0,,Natural,No,"Acrylic, Shell",1.0,No,,,3-Way,UL,150.0,,13.0,22.0,17.0,17.0,,,,,,,,,
D2936-HUE-B,830335027584,2018-07-24,12.0,16.0,16.0,29.0,582.0,349.2,Indoor Lighting,Dimond Lighting,Windley Table Lamp - with Philips Hue LED Bulb/Bridge,"Our handcrafted Windley Table Lamp balances several notions of beauty, using the neatly ribbed texture of natural Cerith to emulate the soft delicacy of pillowy White bouquets. A clear acrylic base offers the freshness and clarity of pure water. Satiny metal finial. Textured linen shade. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.)",Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Bridge included.,,,,,,1.0,,,Yes,A19 LED,,66.0,Philips Friends of Hue,Natural,No,"Acrylic, Shell",1.0,No,,,Hue,UL,60.0,,15.0,22.0,16.5,16.5,,,,,,,,,
D2936-HUE-D,830335030973,2018-07-24,12.0,16.0,16.0,29.0,501.0,300.6,Indoor Lighting,Dimond Lighting,Windley Table Lamp - with Philips Hue LED Bulb/Dimmer,"Our handcrafted Windley Table Lamp balances several notions of beauty, using the neatly ribbed texture of natural Cerith to emulate the soft delicacy of pillowy White bouquets. A clear acrylic base offers the freshness and clarity of pure water. Satiny metal finial. Textured linen shade. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.)",Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Dimmer Switch included.,,,,,,1.0,,,Yes,A19 LED,,66.0,Philips Friends of Hue,Natural,No,"Acrylic, Shell",1.0,No,,,Hue,UL,60.0,,15.0,22.0,16.5,16.5,,,,,,,,,
D2936-LED,830335029281,2016-04-25,12.0,16.0,16.0,29.0,396.0,237.6,Indoor Lighting,Dimond Lighting,Windley LED Table Lamp,,"Includes easily replaceable E26 medium base, screw-in LED bulb(s).","Dimmable 9.5 watts each, with 800  total lumen output.",,,,,,1.0,CHN,,Yes,A19 LED,,66.0,,Natural,No,"Acrylic, Shell",1.0,No,,,3-Way,UL,9.5,,15.0,22.0,16.5,16.5,,,,,,,,,
D2940,748119095899,2015-10-05,5.5,12.0,12.0,22.0,186.0,111.6,Indoor Lighting,Dimond Lighting,Soleil 1 Light Table Lamp In Gold Plate,"The Soleil Table Lamp is easy on the eyes, balancing lustrous Champagne Gold plating with a silky White shade. A hammered metal surface enhances and preserves the room's illumination, offering a contrastive spectrum of muted blacks, greys and whites.",,,,,,,,1.0,CHN,,No,A19,,66.0,,Gold Plate,No,Metal,1.0,No,,,,UL,100.0,,7.0,14.0,19.0,14.0,,,,,,,,,
D2941,748119095905,2015-10-05,10.1,10.0,17.0,24.0,342.0,205.2,Indoor Lighting,Dimond Lighting,Biscay 1 Light Table Lamp In Castlebawn Stone,"With its unique framework of intersecting spindles, natural burlap box shade and rustic Burnt Copper metal base, the Biscay Series Table Lamp offers contemporary presentation with a handcrafted Euro-Colonial feel. Distinctive Castlebawn Stone finish.",,,,,,,,1.0,CHN,,No,A19,,,,Castlebawn Stone,,"Metal, Resin",1.0,No,,,,UL,100.0,,11.6,14.0,18.3,11.3,,,,,,,,,"Traditional,Country,Cottage,FrenchCountry"
D2946W,748119095936,2015-10-05,10.0,15.0,15.0,25.8,279.0,167.4,Indoor Lighting,Dimond Lighting,Brigitte 1 Light Table Lamp In Cerise Pink With White Shade,"Your walls burst with conceptual art, your coffee table was once a tractor tire, and the couch you're sitting on is suspended by wires. Finish the story with our Brigitte Table Lamp: Hot Cerise Pink motif with Gold-lined shade. High-fashion beaded texture story. Thought cloud: amazing. #chicinthepink",,,,,,,,1.0,CHN,,No,A19,,,,"Cerise Pink, Gold",No,Metal,1.0,No,,,,UL,100.0,,11.2,26.5,16.3,16.3,,,,,,,,,
D2947,74811909595,2015-10-05,9.0,12.0,12.0,23.0,234.0,140.4,Indoor Lighting,Dimond Lighting,Mimosa 1 Light Table Lamp In Copper,,,,,,,,,1.0,CHN,,No,A19,,,,Copper,No,Metal,1.0,No,,,,UL,100.0,,10.8,13.2,24.5,13.2,,,,,,,,,
D2948,748119095967,2015-10-05,11.0,17.0,17.0,31.5,372.0,223.2,Indoor Lighting,Dimond Lighting,Mimosa 1 Light Table Lamp In Copper,,,,,,,,,1.0,CHN,,No,A19,,,,Copper,No,Metal,1.0,No,,,,UL,100.0,,13.0,32.5,18.0,18.0,,,,,,,,,
D2949,748119095974,2015-10-05,13.3,11.0,11.0,21.0,186.0,111.6,Indoor Lighting,Dimond Lighting,Rockport 1 Light Table Lamp In Polished Concrete,"The Rockport Table Lamp showcases a smooth-as-stone polished concrete base with a handcrafted shape story and a soothing Crème Sand palette. Ideal for neutral-themed design spaces, bringing an effortless, natural look. A Dark Taupe burlap shade adds rich color and rustic textural contrast.",,,,,,,,1.0,CHN,,No,A19,,66.0,,Polished Concrete,No,"Concrete, Metal",1.0,No,,,,UL,60.0,,9.0,12.0,19.0,12.0,,,,,,,,,"Transitional,Urban,Industrial,ModernFarmhouse"
D2950,748119095981,2015-10-05,4.4,12.0,12.0,17.0,186.0,111.6,Indoor Lighting,Dimond Lighting,Rockport 1 Light Table Lamp In Polished Concrete,"The Rockport Table Lamp showcases a smooth-as-stone polished concrete base with a handcrafted shape story and a soothing Crème Sand palette. Ideal for neutral-themed design spaces, bringing an effortless, natural look. A Dark Taupe burlap shade adds rich color and rustic textural contrast.",,,,,,,,1.0,CHN,,No,A19,,66.0,,Polished Concrete,No,"Concrete, Metal",1.0,No,,,,UL,60.0,,9.0,13.0,14.0,13.0,,,,,,,,,"Transitional,Urban,Industrial,ModernFarmhouse"
D2951,748119095998,2015-10-05,5.5,6.0,6.0,6.0,162.0,97.2,Indoor Lighting,Sterling,Brut 1 Light Pendant In Polished Concrete,,,,,,,,,1.0,CHN,,No,B11,,,,Polished Concrete,No,"Concrete, Metal",1.0,No,,,,UL,60.0,,16.0,19.0,19.0,10.0,,,,,,,,,"Transitional,Urban,Industrial,Retro"
D2952,748119096001,2015-10-05,9.0,5.0,5.0,7.0,150.0,90.0,Indoor Lighting,Sterling,Brutewood 1 Light Pendant In Polished Concrete,,,,,,,,,1.0,CHN,,No,B11,,,,Polished Concrete,No,"Concrete, Metal, Wood",1.0,No,,,,UL,60.0,,3.0,6.0,11.0,6.0,,,,,,,,,"Transitional,Urban,Industrial,Retro"
D2953,748119096018,2015-10-05,10.0,8.0,8.0,9.0,162.0,97.2,Indoor Lighting,Sterling,Tsar 1 Light Pendant In Polished Concrete,,,,,,,,,1.0,CHN,,No,A19,,,,Polished Concrete,No,"Concrete, Metal",1.0,No,,,,UL,60.0,,12.0,13.0,11.0,11.0,,,,,,,,,"Transitional,Urban,Industrial,Retro"
D2957,748119096025,2015-10-05,9.0,16.0,16.0,8.0,162.0,97.2,Indoor Lighting,Sterling,Boulevard 1 Light Pendant In Silver,,,,,,,,,1.0,CHN,,No,A19,,,,Silver,No,"Metal, Paper",1.0,No,,,,UL,60.0,,3.0,17.0,9.0,17.0,,,,,,,,,
D2958,748119096032,2015-12-10,11.0,6.0,17.0,21.0,150.0,90.0,Indoor Lighting,Dimond Lighting,Newman Table Lamp,,Height adjustable from 15-in to 21-in,,,,,,,1.0,CHN,,No,B11,,,,Chrome,No,Metal,1.0,No,,,On-Off Line Switch,UL,40.0,,14.0,9.8,19.0,7.9,,,,,,,,,
D2959,748119096049,2015-12-10,11.0,7.0,17.0,27.0,198.0,118.8,Indoor Lighting,Dimond Lighting,United Table Lamp,"The United Table Lamp exemplifies'Heavy Duty Chic' – combining time-honored engineering moxie with a posh urban motif. Multiple-position flexibility sets light to task and holds it, while a hip Industrial Grey finish and lustrous joints bring the look up to style. Quality balanced-arm mechanics.","Height adjustable From 20-in to 27-in, width adjustable From 14-in to 17-in",,,,,,,1.0,CHN,,No,B11,,66.0,,"Industrial Grey, Satin Nickel",No,Metal,1.0,No,,,On-Off Line Switch,UL,40.0,,14.0,15.8,14.6,8.3,,,,,,,,,"Modern,Contemporary,Urban,Industrial,ModernFarmhouse"
D2961,748119096063,2015-10-05,20.0,23.0,23.0,62.0,432.0,259.2,Indoor Lighting,Dimond Lighting,Whistler 1 Light Floor Lamp In Black Ash,,,,,,,,,2.0,CHN,,No,A19,,72.0,,Black Ash,No,"Metal, Wood",1.0,No,,,,UL,60.0,,6.0,6.0,54.0,6.0,5.0,22.0,15.0,22.0,,,,,"Modern,Contemporary,Urban,Industrial,ModernFarmhouse"
D2962,74811909607,2015-10-05,2.3,13.0,13.0,9.0,150.0,90.0,Indoor Lighting,Sterling,Paradigm 1 Light Pendant In Chrome,"The Paradigm Pendant asks us to contemplate the inherent mystery of “unstructured” space, pairing an “irregular” network of cooperating triangles with a lustrous Chrome finish. Enhance the analysis with one of our stylish exposed-filament bulbs. Excellent design range.",,,,,,,,1.0,CHN,,No,A19,,,,Chrome,No,Metal,1.0,No,,,,UL,60.0,,3.0,13.0,10.0,13.0,,,,,,,,,"Modern,Contemporary,Luxe,Glam,Urban,Industrial"
D2963,748119096087,2015-10-05,2.3,13.0,13.0,9.0,150.0,90.0,Indoor Lighting,Sterling,Paradigm 1 Light Pendant In Gold,"The Paradigm Pendant asks us to contemplate the inherent mystery of “unstructured” space, pairing an “irregular” network of cooperating triangles with a lustrous Gold finish. Enhance the analysis with one of our stylish exposed-filament bulbs. Bold contemporary color story.",,,,,,,,1.0,CHN,,No,A19,,,,Gold,No,Metal,1.0,No,,,,UL,60.0,,3.0,13.0,13.0,9.0,,,,,,,,,"Modern,Contemporary,Luxe,Glam,Urban,Industrial"
D2966,7481190961,2015-10-05,7.0,16.0,16.0,6.0,216.0,129.6,Indoor Lighting,Sterling,Ajax 1 Light Pendant In Copper,,,,,,,,,1.0,CHN,,No,A19,,,,Copper,No,Metal,1.0,No,,,,UL,60.0,,9.5,16.5,16.5,8.7,,,,,,,,,"Modern,Contemporary,Luxe,Glam,Urban,Industrial"
D2970,748119096148,2015-10-05,8.0,15.0,15.0,12.0,285.0,171.0,Indoor Lighting,Sterling,Godnik 1 Light Pendant In Gold,,,,,,,,,1.0,CHN,,No,A19,,,,Gold,No,"Metal, PVC",1.0,No,,,,UL,60.0,,11.0,18.0,14.0,18.0,,,,,,,,,"Modern,Contemporary,Luxe,Glam,Urban,Industrial"
D2973,748119096155,2015-10-05,12.0,10.0,17.0,62.0,267.0,160.2,Indoor Lighting,Dimond Lighting,Nolita Floor Lamp In Brushed Nickel And Black,,,,,,,,,1.0,CHN,,No,A19,,72.0,,"Black, Brushed Nickel",No,Metal,1.0,No,,,,UL,60.0,,16.0,25.0,10.0,14.0,,,,,,,,,"Modern,Contemporary,Urban,Industrial,ModernFarmhouse"
D2984,748119095455,2015-10-05,25.5,15.4,15.4,24.8,999.0,599.4,Indoor Lighting,Dimond Lighting,Golden Gate Pendant In Gold Leaf And Clear Mirror,Go ahead and GAWK at our gorgeous Golden Gate Gold Leaf Pendant: A bold orbicular candelabra cloistered within a purposely extravagant Golden grillwork and staggered rectangular arias of mirrored glass. Instantly removes the possibility of yawning from any fabulous entryway. Hand crafted.,,,,,,,,1.0,CHN,,No,B11,,,,"Clear, Gold Leaf",No,Metal,1.0,No,,,,UL,40.0,,30.5,28.0,19.3,19.3,,,,,,,,,"Modern,Contemporary,Luxe,Glam,Boho"
D2985,748119095462,2015-10-05,5.0,13.0,13.0,22.3,561.0,336.6,Indoor Lighting,Dimond Lighting,Five Cays Pendant In Gold Leaf,"What is the Tropical aesthetic? Our beautifully crafted Five Cays Pendant. No wicker, no palm trees, and no bright, splashy florals; just gorgeous open metalwork finished in immaculate Antiqued Gold Leaf - bringing a high fashion update to a formal Euro-Colonial design story. #thisistropical",,,,,,,,1.0,CHN,,No,A19,,,,Gold Leaf,No,Metal,1.0,No,,,,UL,60.0,,9.0,25.0,16.0,16.0,,,,,,,,,"Transitional,Luxe,Glam,Boho"
D2986,748119095479,2015-10-05,13.0,22.0,22.0,27.0,933.0,559.8,Indoor Lighting,Dimond Lighting,Tendrils Pendant In Gold Leaf,,,,,,,,,1.0,CHN,,No,B11,,,,Gold Leaf,No,Metal,1.0,No,,,,UL,40.0,,16.5,29.5,24.5,24.5,,,,,,,,,"Transitional,Luxe,Glam,Boho"
D2988,748119095493,2015-10-05,5.0,6.0,13.8,25.0,435.0,261.0,Indoor Lighting,Dimond Lighting,Gruyere 1 Light Wall Sconce In Antique Silver,"Lighting shouldn't just make it possible to see the room; it should completely alter the look and feel of our surroundings. Introducing our Gruyère Mirrored Wall Sconce: With its handcrafted dripping candle motif, scalloped bobeche, gracefully corseted silhouette, and foliated etching, the Gruyère's design story perfectly complements the light-preserving qualities of its Antiqued mirror base. Perfect for any elegant corridor. Distinctive Antiqued Silver color story.",,,,,,,,1.0,CHN,,No,B11,,,,Antique Silver,No,"Metal, Mirror",1.0,No,,,,UL,40.0,,8.2,28.8,17.5,8.3,,,,,,,,,
D2991,74811909652,2015-10-05,21.0,18.8,18.8,65.0,600.0,360.0,Indoor Lighting,Dimond Lighting,Mycroft 1 Light Floor Lamp In Black Ash,,,,,,,,,1.0,CHN,,No,A19,,72.0,,Black Ash,No,Composite,1.0,No,,,,UL,60.0,,23.0,22.0,23.0,21.0,,,,,,,,,"Traditional,Coastal,Beach,Country,Cottage"
D2992,748119096537,2015-10-05,28.2,19.5,19.5,71.0,633.0,379.8,Indoor Lighting,Dimond Lighting,Leopold 1 Light Floor Lamp In Dark Stained Mahogany,,,,,,,,,1.0,CHN,,No,A19,,72.0,,Dark Stained Mahogany,No,Composite,1.0,No,,,,UL,60.0,,31.0,23.0,22.0,22.0,,,,,,,,,"Traditional,Coastal,Beach,Country,Cottage"
D2993,748119096544,2015-10-05,26.8,18.0,18.0,75.0,633.0,379.8,Indoor Lighting,Dimond Lighting,Lillehammer 1 Light Floor Lamp In Grey White Wash,,,,,,,,,1.0,CHN,,No,A19,,72.0,,Grey Whitewash,No,Composite,1.0,No,,,,UL,60.0,,29.0,32.0,20.0,20.0,,,,,,,,,"Traditional,Coastal,Beach,Country,Cottage"
D3005,748119096285,2015-10-05,10.0,17.0,17.0,28.0,534.0,320.4,Indoor Lighting,Dimond Lighting,Boheme 2 Light Table Lamp In Burnley Bronze,,,,,,,,,1.0,CHN,,No,A19,,66.0,,Burnley Bronze,No,Metal,2.0,No,,,,UL,60.0,,12.0,29.5,18.2,18.2,,,,,,,,,"Traditional,Luxe,Glam,Boho"
D3009,748119095721,2015-10-05,13.5,16.0,16.0,26.0,372.0,223.2,Indoor Lighting,Dimond Lighting,Concepcion Rust 26? Ceramic Table Lamp,"The Concepción Lamp captures the warmth and rusticity of Hacienda living. Authentic old-world silhouette of hand-formed ceramic, kiln-fired by talented master artisans. Features a Soft Crème fabric shade, elegant Antique Brass hardware, and a Burnt Sienna texture story as rich and dark as arable soil.",Elegant Antique Brass hardware.,,,,,,,1.0,CHN,,No,A19,,,,Rust,,Ceramic,1.0,No,,,,UL,60.0,,15.0,17.0,15.5,15.5,,,,,,,,,"Traditional,Country,Cottage,ModernFarmhouse"
D3010,748119095912,2015-10-05,6.8,17.0,17.0,30.0,342.0,205.2,Indoor Lighting,Dimond Lighting,Silkfloss 1 Light Table Lamp In Bronze Glaze,,,,,,,,,1.0,CHN,,No,A19,,,,Bronze Glaze,No,Metal,1.0,No,,,,UL,60.0,,7.6,25.0,17.0,17.0,,,,,,,,,"Modern,Contemporary,Boho,Eclectic"
D3011,748119096322,2015-10-05,9.0,11.0,16.0,30.0,534.0,320.4,Indoor Lighting,Dimond Lighting,Rudolfo 2 Light Table Lamp In Bronze,,,,,,,,,1.0,CHN,,No,B11,,66.0,,"Bronze, Clear",No,Metal,2.0,No,,,,UL,40.0,,15.0,28.0,15.0,12.0,,,,,,,,,"Traditional,Luxe,Glam,ModernFarmhouse"
D3014,748119096162,2015-10-05,1.5,8.0,8.0,18.0,231.0,138.6,Indoor Lighting,Dimond Lighting,Antoinette 1 Light Table Lamp In Bronze,,,,,,,,,1.0,CHN,,No,B11,,66.0,,"Bronze, Clear",No,"Crystal, Metal",1.0,No,,,,UL,40.0,,9.0,10.0,16.0,8.0,,,,,,,,,"Traditional,Luxe,Glam,ModernFarmhouse"
D3016,748119096186,2015-10-05,2.5,15.0,15.0,12.0,561.0,336.6,Indoor Lighting,Sterling,Antoinette 4 Light Pendant In Bronze,"Who says “relaxed sophistication” excludes opulence? Our Antoinette series Pendant places a triple-tiered cascade of thick prismatic crystals opposite Rich Bronze hardware, pairing depth and refinement with bold, earthy contrast. Perfect for the dressed-down luxury of today's interiors.",,,,,,,,1.0,CHN,,No,B11,,,,"Bronze, Clear",No,"Crystal, Metal",4.0,No,,,,UL,40.0,,3.3,17.0,17.0,9.0,,,,,,,,,"Transitional,Luxe,Glam,Urban,Industrial"
D3018,748119096209,2015-10-05,8.0,18.0,18.0,60.0,663.0,397.8,Indoor Lighting,Dimond Lighting,Alder 2 Light Floor Lamp In Brushed Nickel,,,,,,,,,2.0,CHN,,No,A19,,72.0,,Brushed Nickel,No,Metal,2.0,No,,,,UL,100.0,,4.0,20.0,11.0,20.0,13.0,61.0,15.0,15.0,,,,,
D3018-HUE-B,830335027614,2018-07-24,8.0,18.0,18.0,60.0,924.0,554.4,Indoor Lighting,Dimond Lighting,Alder 2-Light Floor Lamp in Brushed Nickel - with Philips Hue LED Bulb/Bridge,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Bridge included.,,,,,,2.0,,,Yes,A19 LED,Silver,72.0,Philips Friends of Hue,Brushed Nickel,No,Metal,2.0,No,,,Hue,UL,60.0,,6.0,60.0,12.0,12.0,4.3,19.1,12.5,19.1,,,,,
D3018-HUE-D,83033503098,2018-07-24,8.0,18.0,18.0,60.0,843.0,505.8,Indoor Lighting,Dimond Lighting,Alder 2-Light Floor Lamp in Brushed Nickel - with Philips Hue LED Bulb/Dimmer,Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.),Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Dimmer Switch included.,,,,,,2.0,,,Yes,A19 LED,Silver,72.0,Philips Friends of Hue,Brushed Nickel,No,Metal,2.0,No,,,Hue,UL,60.0,,6.0,60.0,12.0,12.0,4.3,19.1,12.5,19.1,,,,,
D3019,748119096216,2015-10-05,2.0,13.0,13.0,22.0,234.0,140.4,Indoor Lighting,Dimond Lighting,Starkey 1 Light Table Lamp In Silver,,,,,,,,,1.0,CHN,,No,A19,,,,Silver,No,Metal,1.0,No,,,,UL,60.0,,3.0,20.0,14.0,14.0,,,,,,,,,
D3021,74811909623,2015-10-05,2.0,12.0,12.0,25.0,249.0,149.4,Indoor Lighting,Dimond Lighting,Godin 1 Light Table Lamp In Bronze,,,,,,,,,1.0,CHN,,No,A19,,,,Bronze,No,Metal,1.0,No,,,,UL,60.0,,3.0,19.0,13.0,13.0,,,,,,,,,"Modern,Contemporary,Urban,Industrial,Mission"
D3025,748119096278,2015-10-05,8.0,18.0,48.0,72.0,534.0,320.4,Indoor Lighting,Dimond Lighting,Whitecrane 1 Light Floor Lamp In Satin Nickel And White,"Lighting is essential; but can it be Principal? Ideal for adding balance to lofty spaces or a focal point to smaller rooms, our Whitecrane Floor Lamp reaches beyond “designer light source,” using generous scale and a dynamic shape story to become a building block on the level with the placement of social areas and important art pieces. Beautifully contoured Satin Nickel metalwork. Chic White Marble base.",,,,,,,,2.0,CHN,,No,A19,,72.0,,"Satin Nickel, White",No,Metal,1.0,No,,,,UL,100.0,,4.0,17.0,12.0,17.0,5.5,56.8,23.5,23.5,,,,,
D3026,818008032196,2016-03-28,9.9,8.0,15.0,26.0,318.0,190.8,Indoor Lighting,Dimond Lighting,Cape Sable Table Lamp,"The Cape Sable Table Lamp offers a sophisticated coalescence of modish square-cut crystal, gorgeous deep indigo color, and a uniquely molded silhouette inspired by the natural beauty of deep-sea coral. A dramatic Black metal base and Pure White box linen shade complete the look.",,,,,,,,1.0,CHN,,No,A21 3-Way,,66.0,,"Black, Navy Blue",No,"Composite, Crystal, Metal",1.0,No,,,3-Way,UL,150.0,,13.0,21.0,17.0,10.0,,,,,,,,,
D3026-HUE-B,830335027621,2018-07-24,9.9,8.0,15.0,26.0,534.0,320.4,Indoor Lighting,Dimond Lighting,Cape Sable Table Lamp - with Philips Hue LED Bulb/Bridge,"The Cape Sable Table Lamp offers a sophisticated coalescence of modish square-cut crystal, gorgeous deep indigo color, and a uniquely molded silhouette inspired by the natural beauty of deep-sea coral. A dramatic Black metal base and Pure White box linen shade complete the look. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.)",Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Bridge included.,,,,,,1.0,,,Yes,A19 LED,Black,66.0,Philips Friends of Hue,"Black, Navy Blue",No,"Composite, Crystal, Metal",1.0,No,,,Hue,UL,60.0,,13.0,21.0,17.0,10.0,,,,,,,,,
D3026-HUE-D,830335030997,2018-07-24,9.9,8.0,15.0,26.0,453.0,271.8,Indoor Lighting,Dimond Lighting,Cape Sable Table Lamp - with Philips Hue LED Bulb/Dimmer,"The Cape Sable Table Lamp offers a sophisticated coalescence of modish square-cut crystal, gorgeous deep indigo color, and a uniquely molded silhouette inspired by the natural beauty of deep-sea coral. A dramatic Black metal base and Pure White box linen shade complete the look. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.)",Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Dimmer Switch included.,,,,,,1.0,,,Yes,A19 LED,Black,66.0,Philips Friends of Hue,"Black, Navy Blue",No,"Composite, Crystal, Metal",1.0,No,,,Hue,UL,60.0,,13.0,21.0,17.0,10.0,,,,,,,,,
D3026-LED,830335029298,2016-04-25,9.9,8.0,15.0,26.0,348.0,208.8,Indoor Lighting,Dimond Lighting,Cape Sable LED Table Lamp,,"Includes easily replaceable E26 medium base, screw-in LED bulb(s).","Dimmable 9.5 watts each, with 800  total lumen output.",,,,,,1.0,CHN,,Yes,A19 LED,,66.0,,"Black, Navy Blue",No,"Composite, Crystal, Metal",1.0,No,,,3-Way,UL,9.5,,13.0,21.0,17.0,10.0,,,,,,,,,
D3027,818008032202,2016-03-28,9.4,8.0,15.0,25.0,360.0,216.0,Indoor Lighting,Dimond Lighting,Prince Edward Island Table Lamp,"The Prince Edward Island Table Lamp offers a sophisticated coalescence of square-cut crystal, chic Polished Nickel and a uniquely molded central aria inspired by the soft ruffled plumes of deep sea Coral. Updated coastal feel. Pure White hardback linen shade.",,,,,,,,1.0,CHN,,No,A21 3-Way,,,,"Polished Nickel, White",No,"Composite, Crystal, Metal",1.0,No,,,3-Way,UL,150.0,,11.9,19.5,17.0,10.0,,,,,,,,,
D3027-HUE-B,830335027638,2018-07-24,9.4,8.0,15.0,25.0,576.0,345.6,Indoor Lighting,Dimond Lighting,Prince Edward Island Table Lamp - with Philips Hue LED Bulb/Bridge,"The Prince Edward Island Table Lamp offers a sophisticated coalescence of square-cut crystal, chic Polished Nickel and a uniquely molded central aria inspired by the soft ruffled plumes of deep sea Coral. Updated coastal feel. Pure White hardback linen shade. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.)",Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Bridge included.,,,,,,1.0,,,Yes,A19 LED,Silver,,Philips Friends of Hue,"Polished Nickel, White",No,"Composite, Crystal, Metal",1.0,No,,,Hue,UL,60.0,,11.9,19.5,17.0,10.0,,,,,,,,,
D3027-HUE-D,830335031,2018-07-24,9.4,8.0,15.0,25.0,495.0,297.0,Indoor Lighting,Dimond Lighting,Prince Edward Island Table Lamp - with Philips Hue LED Bulb/Dimmer,"The Prince Edward Island Table Lamp offers a sophisticated coalescence of square-cut crystal, chic Polished Nickel and a uniquely molded central aria inspired by the soft ruffled plumes of deep sea Coral. Updated coastal feel. Pure White hardback linen shade. Philips Hue is your personal wireless lighting system that lets you easily control your light and create the right ambiance for every moment. Bring your smart home to life with the most connected light in the world. Philips Hue welcomes you home and lets you control your lights from your bedroom or your backyard. It even makes it seem like you’re home when you’re not. It’s all about simplifying your life. (Must use with Philips Hue Bridge and smartdevice for full functionality.)",Philips Hue White A19 LED 60W-eqv Dimmable Smart Wireless Bulb(s) included.,Philips Hue Dimmer Switch included.,,,,,,1.0,,,Yes,A19 LED,Silver,,Philips Friends of Hue,"Polished Nickel, White",No,"Composite, Crystal, Metal",1.0,No,,,Hue,UL,60.0,,11.9,19.5,17.0,10.0,,,,,,,,,
